1.479749321823092937e+09 1.000000000000000000e+00 2.593251466751098633e-01 -1.167158603668212891e+00 -5.669367909431457520e-01 6.119076013565063477e-01 4.036727845668792725e-01 -2.633402645587921143e-01 1.260847747325897217e-01 4.644052386283874512e-01 -2.957145273685455322e-01 -6.692548394203186035e-01 2.798876166343688965e-01 -7.965036630630493164e-01 -3.227677643299102783e-01 8.342875242233276367e-01 7.160084247589111328e-01 -1.789875179529190063e-01 -5.460832715034484863e-01 2.447417378425598145e-01 -3.254110217094421387e-01 -5.973343849182128906e-01 7.534214258193969727e-01 1.158109068870544434e+00 -6.823221445083618164e-01 -3.200592398643493652e-01 1.903866231441497803e-01 5.963366031646728516e-01 -4.420458376407623291e-01 -9.150209426879882812e-01 4.060217142105102539e-01 6.034023165702819824e-01 3.970169723033905029e-01 -5.156244039535522461e-01 -8.973401784896850586e-01 -2.416905909776687622e-01 7.404900193214416504e-01
1.479749324157304049e+09 1.000000000000000000e+00 2.429762482643127441e-01 -1.187996625900268555e+00 -5.441317558288574219e-01 6.752353310585021973e-01 4.303168356418609619e-01 -3.155101537704467773e-01 9.832756966352462769e-02 5.186280012130737305e-01 -2.251750379800796509e-01 -6.781764626502990723e-01 1.945967823266983032e-01 -7.833575010299682617e-01 -2.894889414310455322e-01 8.479133248329162598e-01 6.502032279968261719e-01 -2.611952424049377441e-01 -5.197531580924987793e-01 3.808766901493072510e-01 -2.667377293109893799e-01 -7.461245656013488770e-01 6.079799532890319824e-01 1.205876111984252930e+00 -5.193030238151550293e-01 -3.750611841678619385e-01 1.495212614536285400e-01 6.464606523513793945e-01 -3.391357958316802979e-01 -8.998184800148010254e-01 2.849346697330474854e-01 4.588375687599182129e-01 3.493379056453704834e-01 -3.549116253852844238e-01 -7.917597293853759766e-01 -3.067632317543029785e-01 6.594207286834716797e-01
1.479749326675124884e+09 1.000000000000000000e+00 2.386485785245895386e-01 -1.215455532073974609e+00 -5.641876459121704102e-01 7.621386647224426270e-01 5.460735559463500977e-01 -4.107338488101959229e-01 4.385056346654891968e-02 6.255046725273132324e-01 -8.107939362525939941e-02 -7.225645780563354492e-01 -8.842995885061100125e-05 -7.278876304626464844e-01 -2.534549236297607422e-01 8.131020069122314453e-01 5.876613855361938477e-01 -3.196262419223785400e-01 -5.235129594802856445e-01 5.707706809043884277e-01 -1.565710306167602539e-01 -9.539611935615539551e-01 3.200774192810058594e-01 1.272508978843688965e+00 -1.495188921689987183e-01 -5.039824247360229492e-01 7.502661645412445068e-02 7.911843657493591309e-01 -1.440101414918899536e-01 -9.575554728507995605e-01 2.908072248101234436e-02 3.394765853881835938e-01 2.747327983379364014e-01 -2.464407980442047119e-01 -6.176516413688659668e-01 -2.798518836498260498e-01 4.966872036457061768e-01
1.479749329268887043e+09 1.000000000000000000e+00 3.318067193031311035e-01 -1.150585889816284180e+00 -7.711672186851501465e-01 5.544772148132324219e-01 7.054833173751831055e-01 -2.083506882190704346e-01 9.403313696384429932e-02 3.933475315570831299e-01 -1.953230500221252441e-01 -6.149174571037292480e-01 1.005245521664619446e-01 -8.444541692733764648e-01 -3.747569024562835693e-01 8.825436830520629883e-01 8.573302030563354492e-01 -1.784236580133438110e-01 -7.383719682693481445e-01 1.622075587511062622e-01 -2.782437205314636230e-01 -4.988374114036560059e-01 5.994160175323486328e-01 1.104668378829956055e+00 -3.902694880962371826e-01 -2.324862182140350342e-01 1.499771177768707275e-01 4.818023145198822021e-01 -3.155571222305297852e-01 -8.248176574707031250e-01 1.789049208164215088e-01 6.109016537666320801e-01 4.172909259796142578e-01 -5.022556185722351074e-01 -9.401520490646362305e-01 -3.143988847732543945e-01 7.598536014556884766e-01
1.479749331681922913e+09 1.000000000000000000e+00 3.448253273963928223e-01 -1.194090247154235840e+00 -8.745495676994323730e-01 6.685853004455566406e-01 1.046075463294982910e+00 -1.240164786577224731e-01 6.325375288724899292e-02 2.513099610805511475e-01 -1.249149739742279053e-01 -4.260798096656799316e-01 3.632753342390060425e-02 -7.954198122024536133e-01 -3.218215405941009521e-01 9.016470909118652344e-01 7.950915694236755371e-01 -3.774594962596893311e-01 -8.933083415031433105e-01 7.403021212667226791e-03 -2.136139869689941406e-01 -2.177030295133590698e-01 4.694913327693939209e-01 6.999928355216979980e-01 -3.327140510082244873e-01 -3.999933302402496338e-01 -2.995238639414310455e-02 5.903714895248413086e-01 1.282261610031127930e-01 -6.207800507545471191e-01 -2.892620563507080078e-01 6.248688101768493652e-01 3.479757308959960938e-01 -6.208896636962890625e-01 -8.399714827537536621e-01 -1.521808560937643051e-03 8.667210340499877930e-01
1.479749334132910967e+09 1.000000000000000000e+00 3.338933885097503662e-01 -1.148548126220703125e+00 -7.788915634155273438e-01 5.457592606544494629e-01 7.200463414192199707e-01 -1.947630196809768677e-01 9.532599151134490967e-02 3.719064593315124512e-01 -2.019994407892227173e-01 -5.915227532386779785e-01 1.152804344892501831e-01 -8.485209941864013672e-01 -3.741930425167083740e-01 8.899146318435668945e-01 8.610255122184753418e-01 -1.852654069662094116e-01 -7.530065774917602539e-01 1.360562741756439209e-01 -2.823587954044342041e-01 -4.590463936328887939e-01 6.156177520751953125e-01 1.062816858291625977e+00 -4.236076474189758301e-01 -2.245361506938934326e-01 1.441004574298858643e-01 4.634184837341308594e-01 -3.049312531948089600e-01 -7.915354967117309570e-01 1.771693825721740723e-01 6.190478205680847168e-01 4.204767346382141113e-01 -5.156669020652770996e-01 -9.530984163284301758e-01 -3.008920848369598389e-01 7.876408100128173828e-01
1.479749336651405096e+09 1.000000000000000000e+00 3.116015195846557617e-01 -1.204002022743225098e+00 -7.916257381439208984e-01 7.216160893440246582e-01 9.644124507904052734e-01 -3.838379085063934326e-01 -4.446099326014518738e-02 5.413206815719604492e-01 1.503339707851409912e-01 -5.250572562217712402e-01 -2.941165268421173096e-01 -7.141915559768676758e-01 -2.584561407566070557e-01 8.177354335784912109e-01 6.340203285217285156e-01 -3.832196295261383057e-01 -7.067733407020568848e-01 4.958461523056030273e-01 -1.224458403885364532e-02 -7.635129094123840332e-01 -4.899052530527114868e-02 8.781795501708984375e-01 2.854195535182952881e-01 -4.975162446498870850e-01 -6.069801375269889832e-02 7.134999036788940430e-01 2.171912789344787598e-01 -7.005200982093811035e-01 -4.290531277656555176e-01 3.779904544353485107e-01 2.472551316022872925e-01 -3.489226698875427246e-01 -5.843297243118286133e-01 -7.548169046640396118e-02 5.789515376091003418e-01
1.479749339183585882e+09 1.000000000000000000e+00 3.637659549713134766e-01 -1.158833980560302734e+00 -8.959290385246276855e-01 5.572422146797180176e-01 9.762862920761108398e-01 -3.605202138423919678e-01 -1.578480750322341919e-02 5.460206270217895508e-01 9.726029634475708008e-02 -6.071729660034179688e-01 -2.853863239288330078e-01 -6.958414316177368164e-01 -3.238293230533599854e-01 7.241274118423461914e-01 7.577691078186035156e-01 -1.280016303062438965e-01 -7.021797895431518555e-01 3.567726910114288330e-01 -9.753489494323730469e-02 -6.598146557807922363e-01 1.318113952875137329e-01 9.802209734916687012e-01 1.855294704437255859e-01 -4.808025360107421875e-01 -1.231130398809909821e-02 7.425949573516845703e-01 1.173701956868171692e-01 -8.513442277908325195e-01 -3.927736580371856689e-01 6.626160144805908203e-01 3.764355480670928955e-01 -6.340291500091552734e-01 -8.767312169075012207e-01 -6.252131611108779907e-02 8.017444014549255371e-01
1.479749341698363066e+09 1.000000000000000000e+00 4.012211859226226807e-01 -1.124029040336608887e+00 -9.662789702415466309e-01 4.662166833877563477e-01 1.018021464347839355e+00 -7.557135075330734253e-02 8.218979090452194214e-02 2.071053683757781982e-01 -1.537243872880935669e-01 -4.235547184944152832e-01 2.246881648898124695e-02 -8.445870876312255859e-01 -3.980143368244171143e-01 8.821788430213928223e-01 9.277517199516296387e-01 -1.876908838748931885e-01 -8.895400166511535645e-01 -9.366805106401443481e-02 -2.655819654464721680e-01 -1.410784274339675903e-01 5.502096414566040039e-01 7.406397461891174316e-01 -2.978942990303039551e-01 -2.718669176101684570e-01 2.878891304135322571e-02 4.654964506626129150e-01 7.108537480235099792e-03 -6.111458539962768555e-01 -2.218423634767532349e-01 7.100302577018737793e-01 4.259007275104522705e-01 -6.461165547370910645e-01 -9.693743586540222168e-01 -1.529614925384521484e-01 8.423783183097839355e-01
1.479749344236020088e+09 1.000000000000000000e+00 4.140459001064300537e-01 -1.089456439018249512e+00 -9.573141336441040039e-01 4.251448214054107666e-01 9.895902872085571289e-01 1.373551636934280396e-01 1.364892274141311646e-01 -6.281513720750808716e-02 -2.972135543823242188e-01 -2.185799628496170044e-01 2.225292474031448364e-01 -8.965516090393066406e-01 -4.164983332157135010e-01 9.278540611267089844e-01 9.364224076271057129e-01 -2.455344349145889282e-01 -9.135636687278747559e-01 -5.033726692199707031e-01 -3.737943172454833984e-01 3.776280879974365234e-01 8.275189399719238281e-01 3.416759073734283447e-01 -6.855176687240600586e-01 -1.686541736125946045e-01 2.966044843196868896e-02 3.056918680667877197e-01 1.635487889871001244e-03 -3.856709897518157959e-01 -1.345191299915313721e-01 8.960029482841491699e-01 4.714719951152801514e-01 -8.826627135276794434e-01 -1.077868103981018066e+00 5.649539828300476074e-02 1.015605568885803223e+00
1.479749346647244930e+09 1.000000000000000000e+00 3.804812431335449219e-01 -1.163212656974792480e+00 -9.583055377006530762e-01 5.626296997070312500e-01 1.121032714843750000e+00 -4.073134064674377441e-02 7.795047014951705933e-02 1.409225314855575562e-01 -1.657562553882598877e-01 -3.340329229831695557e-01 9.407928586006164551e-02 -8.668934702873229980e-01 -3.802915215492248535e-01 9.570638537406921387e-01 9.357460141181945801e-01 -3.224636316299438477e-01 -1.033451318740844727e+00 -1.800218969583511353e-01 -2.568850517272949219e-01 2.398765087127685547e-02 5.868670940399169922e-01 5.189664959907531738e-01 -4.898872077465057373e-01 -1.967609375715255737e-01 4.084978252649307251e-02 3.500139415264129639e-01 -4.929123073816299438e-02 -4.936918914318084717e-01 -8.650261163711547852e-02 7.957406044006347656e-01 4.164077043533325195e-01 -8.180536031723022461e-01 -1.016794204711914062e+00 8.127590268850326538e-02 1.077315330505371094e+00
1.479749349167710066e+09 1.000000000000000000e+00 3.654351532459259033e-01 -1.169845819473266602e+00 -9.150760173797607422e-01 5.946683287620544434e-01 1.062784910202026367e+00 -1.404932886362075806e-01 3.921878337860107422e-02 2.555061876773834229e-01 -6.902705878019332886e-02 -3.852256536483764648e-01 -1.840423233807086945e-02 -8.472499251365661621e-01 -3.606189787387847900e-01 9.408653974533081055e-01 8.830996155738830566e-01 -3.397778272628784180e-01 -9.688022136688232422e-01 1.690200529992580414e-02 -1.813185214996337891e-01 -2.045080810785293579e-01 3.944433927536010742e-01 6.255774497985839844e-01 -2.589098215103149414e-01 -2.143786698579788208e-01 4.431813955307006836e-02 3.764898478984832764e-01 -5.982806906104087830e-02 -5.265712738037109375e-01 -7.003792375326156616e-02 6.926816105842590332e-01 3.743760883808135986e-01 -6.986336112022399902e-01 -9.083268642425537109e-01 2.492846921086311340e-02 9.381636381149291992e-01
